society,price,place,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
on request,0.28,baguiati,3500.0,800.0,Super Built up area 805(74.79 sq.m.),2.0,2,1,3,East,Relatively New,North,805.0,,,0,0,0,0,0,0,26.0
on request,0.32,baguiati,3500.0,914.0,Super Built up area 905(84.08 sq.m.),2.0,2,1,3,North,Relatively New,North,905.0,,,0,0,0,0,0,0,47.0
godrej prakriti,0.46,sodepur,4951.0,929.0,Super Built up area 929(86.31 sq.m.),2.0,2,1,7,North-East,Relatively New,North,929.0,,,0,0,0,0,1,0,46.0
godrej prakriti,0.49,sodepur,5274.0,929.0,Super Built up area 929(86.31 sq.m.),2.0,2,1,12,North-East,Relatively New,North,929.0,,,1,1,0,1,1,0,46.0
godrej prakriti,0.48,sodepur,5052.0,950.0,Super Built up area 950(88.26 sq.m.),2.0,2,2,8,North-East,Relatively New,North,950.0,,,0,0,0,0,1,0,54.0
godrej prakriti,0.58,sodepur,5000.0,1160.0,Super Built up area 1160(107.77 sq.m.),3.0,2,2,14,North-East,Relatively New,North,1160.0,,,0,0,0,0,1,0,54.0
godrej prakriti,0.7,sodepur,5150.0,1359.0,Super Built up area 1359(126.26 sq.m.),3.0,2,1,7,North-East,Relatively New,North,1359.0,,,0,0,0,0,1,0,54.0
godrej prakriti,0.58,sodepur,4957.0,1170.0,Super Built up area 1170(108.7 sq.m.),3.0,2,2,4,East,Relatively New,North,1170.0,,,0,0,0,0,1,0,54.0
godrej prakriti,0.57,sodepur,4913.0,1160.0,Super Built up area 1160(107.77 sq.m.),3.0,2,2,3,East,Relatively New,North,1160.0,,,0,0,0,0,1,0,47.0
jagardharti apartment,0.32,barisha,4318.0,741.0,Super Built up area 741(68.84 sq.m.),2.0,2,1,0,South-West,New Property,South,741.0,,,0,0,1,0,0,0,19.0
palki apartment,0.39,joka,3299.0,1182.0,Super Built up area 1190.1(110.56 sq.m.),3.0,2,2,1,North-West,Relatively New,South,1190.1,,,0,0,0,0,0,0,19.0
palki apartment,0.28,joka,3300.0,848.0,Super Built up area 840(78.04 sq.m.),2.0,2,1,2,North-West,Relatively New,South,840.0,,,0,0,0,0,0,0,61.0
eastern tower,0.55,behala,3840.0,1432.0,Super Built up area 1432(133.04 sq.m.),3.0,2,1,2,North-West,Relatively New,South,1432.0,,,0,0,0,0,0,0,18.0
on request,0.38,khardah,3199.0,1188.0,Super Built up area 1176(109.25 sq.m.),3.0,2,2,3,South-East,New Property,North,1176.0,,,0,0,0,0,1,0,18.0
on reuest,0.28,khardah,3200.0,875.0,Super Built up area 860(79.9 sq.m.),2.0,2,1,4,South-East,New Property,North,860.0,,,0,0,0,0,1,0,25.0
on request,0.38,khardah,3201.0,1187.0,Super Built up area 1187(110.28 sq.m.),3.0,2,2,3,South-East,New Property,North,1187.0,,,0,0,0,0,1,0,18.0
nexus apartment,0.29,khardah,3199.0,907.0,Super Built up area 896(83.24 sq.m.),2.0,2,2,4,South-East,New Property,North,896.0,,,0,0,0,0,1,0,18.0
on request,0.27,khardah,3200.0,844.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,4,South-East,New Property,North,850.0,,,0,0,0,0,1,0,80.0
jeet signature kalikapur,0.72,pr,9336.0,771.0,Super Built up area 1035(96.15 sq.m.)Built Up area: 828 sq.ft. (76.92 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),3.0,2,1,2,South-West,Relatively New,South,1035.0,828.0,776.0,0,0,0,0,0,0,71.0
jeet novelty madurdaha,0.7,anandapur,5470.0,1280.0,Super Built up area 1276(118.54 sq.m.)Built Up area: 1020 sq.ft. (94.76 sq.m.)Carpet area: 957 sq.ft. (88.91 sq.m.),3.0,2,1,2,East,Relatively New,South,1276.0,1020.0,957.0,0,0,0,0,0,0,59.0
jeet novelty embypass,0.41,madurdaha,4501.0,911.0,Super Built up area 920(85.47 sq.m.)Built Up area: 736 sq.ft. (68.38 sq.m.)Carpet area: 690 sq.ft. (64.1 sq.m.),3.0,2,1,2,South,Relatively New,South,920.0,736.0,690.0,0,0,0,0,0,0,59.0
jeet world madurdaha,0.37,em bypass,4500.0,822.0,Super Built up area 824(76.55 sq.m.)Built Up area: 660 sq.ft. (61.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,4,East,Relatively New,South,824.0,660.0,600.0,0,0,0,0,0,0,19.0
on request,0.34,sodepur,3200.0,1063.0,Super Built up area 1050(97.55 sq.m.),3.0,2,1,4,West,New Property,North,1050.0,,,0,0,0,0,1,0,157.0
diamond city north,0.81,shyamnagar,6928.0,1169.0,Super Built up area 1169(108.6 sq.m.)Built Up area: 1000 sq.ft. (92.9 sq.m.)Carpet area: 880 sq.ft. (81.75 sq.m.),3.0,2,2,2,North,Old Property,North,1169.0,1000.0,880.0,0,0,0,0,1,0,13.0
nexus,0.41,khardah,3352.0,1223.0,Super Built up area 1223(113.62 sq.m.),3.0,3,2,3,North-East,New Property,North,1223.0,,,0,0,0,0,1,0,47.0
shyama apartment,0.34,behala,4500.0,756.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,2,South-West,Relatively New,South,750.0,,,0,0,1,0,0,0,47.0
subrata apartment,0.27,barisha,3600.0,750.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,2,North,Relatively New,South,750.0,,,0,0,1,0,0,0,47.0
a. r. s apartment,0.25,silpara,3579.0,699.0,Super Built up area 712(66.15 sq.m.),2.0,2,1,2,South,Relatively New,South,712.0,,,0,0,0,0,0,0,47.0
jagadharti apartment,0.32,barisha,4278.0,748.0,Super Built up area 748(69.49 sq.m.),2.0,2,1,0,South,Relatively New,South,748.0,,,0,0,1,0,0,0,47.0
jagadharti apartment,0.26,barisha,4333.0,600.0,Super Built up area 600(55.74 sq.m.),2.0,1,0,1,North-West,Relatively New,South,600.0,,,0,0,1,0,0,0,19.0
on request,0.24,sodepur,3000.0,800.0,Super Built up area 803(74.6 sq.m.),2.0,2,1,3,South-West,Relatively New,North,803.0,,,0,0,0,0,1,0,19.0
on request,0.24,sodepur,3000.0,800.0,Super Built up area 803(74.6 sq.m.),2.0,2,1,2,South,Relatively New,North,803.0,,,0,0,0,0,1,0,19.0
on request,0.24,sodepur,3000.0,800.0,Super Built up area 803(74.6 sq.m.),2.0,2,1,1,East,Relatively New,North,803.0,,,0,0,0,0,1,0,19.0
on request,0.21,sodepur,3200.0,656.0,Super Built up area 670(62.25 sq.m.),2.0,2,1,1,South-East,Relatively New,North,670.0,,,0,0,0,0,1,0,19.0
on request,0.28,sodepur,3200.0,875.0,Super Built up area 875(81.29 sq.m.),2.0,2,1,1,South,Relatively New,North,875.0,,,0,0,0,0,1,0,19.0
on request,0.21,sodepur,3200.0,656.0,Super Built up area 670(62.25 sq.m.),2.0,2,1,4,North-West,Relatively New,North,670.0,,,0,0,0,0,1,0,19.0
on request,0.28,sodepur,3200.0,875.0,Super Built up area 875(81.29 sq.m.),2.0,2,1,4,South,Relatively New,North,875.0,,,0,0,0,0,1,0,104.0
siddha happyville,0.64,rajarhat,6553.0,977.0,Super Built up area 975(90.58 sq.m.),2.0,2,1,19,South-East,Relatively New,East,975.0,,,0,0,0,0,0,0,104.0
siddha happyville,0.88,rajarhat,6956.0,1265.0,Super Built up area 1265(117.52 sq.m.),3.0,2,1,2,East,Relatively New,East,1265.0,,,0,0,0,0,0,0,54.0
on request,1.15,new town,7651.0,1503.0,Super Built up area 1503(139.63 sq.m.),3.0,2,2,10,North-West,Relatively New,East,1503.0,,,0,0,0,0,1,0,54.0
dlf new town heights,0.75,new town,5966.0,1257.0,Super Built up area 1257(116.78 sq.m.),2.0,2,2,5,South-East,Moderately Old,East,1257.0,,,0,0,0,0,1,0,54.0
elita garden vista phase 2,1.25,new town,7192.0,1738.0,Super Built up area 1738(161.47 sq.m.),3.0,4,2,20,South,Relatively New,East,1738.0,,,0,0,0,0,1,2,54.0
elita garden vista phase 2,1.2,new town,7471.0,1606.0,Super Built up area 1606(149.2 sq.m.),3.0,3,2,10,South-East,Relatively New,East,1606.0,,,0,0,0,0,1,0,120.0
ujjwala luxary apartments,1.35,new town,8946.0,1509.0,Super Built up area 1509(140.19 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,3,3,4,West,Moderately Old,East,1509.0,,1200.0,0,0,0,0,0,2,110.0
uttara tritiya,1.5,new town,5769.0,2600.0,Super Built up area 2600(241.55 sq.m.),4.0,4,3+,6,South-West,Moderately Old,East,2600.0,,,0,1,0,0,0,0,185.0
meridian splendora,1.4,paikpara,7190.0,1947.0,Super Built up area 1947(180.88 sq.m.)Built Up area: 1460 sq.ft. (135.64 sq.m.),4.0,3,2,12,South-West,Relatively New,North,1947.0,1460.0,,0,0,0,0,1,0,113.0
meridian splendora,1.06,paikpara,7181.0,1476.0,Super Built up area 1476(137.12 sq.m.)Built Up area: 1107 sq.ft. (102.84 sq.m.),3.0,3,2,8,West,Relatively New,North,1476.0,1107.0,,0,0,0,0,1,0,46.0
naaa,3.0,gariahat,12897.0,2326.0,Super Built up area 2326(216.09 sq.m.),3.0,2,1,2,South-East,Relatively New,South,2326.0,,,0,0,0,1,1,0,34.0
residential apartment,0.82,madurdaha,6612.0,1240.0,Super Built up area 1240(115.2 sq.m.),3.0,2,1,1,East,New Property,South,1240.0,,,0,0,0,0,0,0,19.0
residential apartment,1.85,ballygunge,7400.0,2500.0,Super Built up area 2500(232.26 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4.0,4,2,1,South,Old Property,South,2500.0,,2100.0,0,0,0,0,0,1,49.0
residential apartment,1.8,ballygunge,11538.0,1560.0,Super Built up area 1560(144.93 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,2,1,4,South-East,New Property,South,1560.0,,1350.0,0,0,0,0,0,0,27.0
residential apartment,1.85,ballygunge,8409.0,2200.0,Super Built up area 2200(204.39 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,3,1,4,South-East,Old Property,South,2200.0,,1850.0,0,0,0,0,0,1,21.0
residential apartment,1.35,southern avenue,10000.0,1350.0,Super Built up area 1350(125.42 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2,1,2,South-East,Old Property,South,1350.0,,1000.0,0,0,0,0,0,0,27.0
residential apartment,1.32,hazra,10352.0,1275.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,3,1,4,South-East,New Property,South,1275.0,,1000.0,0,0,0,0,0,0,26.0
residential apartment,1.42,pr,7473.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4.0,3,1,2,North-East,Moderately Old,South,1900.0,,1650.0,0,0,0,0,0,0,19.0
residential apartment,2.0,southern avenue,10526.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3,2,2,South-West,Moderately Old,South,1900.0,,1600.0,1,0,0,1,0,2,19.0
residential apartment,0.8,pr,5860.0,1365.0,Super Built up area 1365(126.81 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1365.0,,1150.0,0,0,0,0,0,0,19.0
residential apartment,0.83,dhakuria,6509.0,1275.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2,1,3,South-East,Old Property,South,1275.0,,1100.0,0,0,0,0,0,0,29.0
purba abasan,1.2,kasba,8444.0,1421.0,Super Built up area 1421(132.02 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,2,1,1,South-East,Old Property,South,1421.0,,1300.0,0,0,0,0,0,0,41.0
residential apartment,0.59,pr,5784.0,1020.0,Super Built up area 1020(94.76 sq.m.)Carpet area: 820 sq.ft. (76.18 sq.m.),2.0,2,1,1,South,Relatively New,South,1020.0,,820.0,0,0,0,0,0,0,47.0
residential apartment,0.85,mudially,7083.0,1200.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2.0,2,1,1,South-East,Old Property,South,1200.0,,1000.0,0,0,0,0,0,0,150.0
siddha galaxia,0.95,rajarhat,7392.0,1285.0,Super Built up area 1285(119.38 sq.m.),3.0,2,1,10,North-West,Relatively New,East,1285.0,,,0,0,0,0,0,0,29.0
sweet hut sarovar residency,0.3,rajarhat,3606.0,832.0,Super Built up area 825(76.65 sq.m.),2.0,2,1,2,West,Relatively New,East,825.0,,,0,0,0,0,1,0,161.0
unitech fresco,1.07,new town,9469.0,1130.0,Super Built up area 1617(150.22 sq.m.)Built Up area: 1212 sq.ft. (112.6 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3.0,3,2,4,North-West,New Property,East,1617.0,1212.0,1130.0,0,0,0,0,0,0,131.0
tata avenida,1.97,new town,12232.0,1611.0,Super Built up area 1635(151.9 sq.m.),3.0,3,2,17,East,Relatively New,East,1635.0,,,0,0,0,0,0,0,177.0
bengal dcl uttara,1.85,new town,6329.0,2923.0,Super Built up area 2923(271.56 sq.m.)Built Up area: 2196 sq.ft. (204.02 sq.m.)Carpet area: 2086 sq.ft. (193.8 sq.m.),3.0,3,3,6,South-West,Relatively New,East,2923.0,2196.0,2086.0,1,0,0,1,1,0,219.0
elita garden vista,0.75,new town,5555.0,1350.0,Super Built up area 1350(125.42 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 1025 sq.ft. (95.23 sq.m.),2.0,2,2,9,North,Relatively New,East,1350.0,1080.0,1025.0,0,0,0,0,0,2,148.0
gls ruposi bangla phase 1,1.35,new town,7627.0,1770.0,Super Built up area 1770(164.44 sq.m.)Built Up area: 1327 sq.ft. (123.28 sq.m.),3.0,2,2,7,South-East,New Property,East,1770.0,1327.0,,0,0,0,0,0,0,45.0
on request,0.28,baguiati,3200.0,875.0,Super Built up area 860(79.9 sq.m.),2.0,2,1,2,South-West,Relatively New,North,860.0,,,0,0,0,0,0,0,39.0
on request,0.29,baguiati,3200.0,906.0,Super Built up area 910(84.54 sq.m.),2.0,2,1,2,North-West,Relatively New,North,910.0,,,0,0,0,0,0,0,39.0
on request,0.17,baguiati,3000.0,567.0,Super Built up area 560(52.03 sq.m.),1.0,1,1,1,North-East,Relatively New,North,560.0,,,0,0,0,0,0,0,39.0
on request,0.23,baguiati,3000.0,767.0,Super Built up area 760(70.61 sq.m.),2.0,2,1,1,South-East,Relatively New,North,760.0,,,0,0,0,0,0,0,39.0
on request,0.24,baguiati,3000.0,800.0,Super Built up area 788(73.21 sq.m.),2.0,2,1,2,North-West,Relatively New,North,788.0,,,0,0,0,0,0,0,39.0
on request,0.17,baguiati,3000.0,567.0,Super Built up area 565(52.49 sq.m.),1.0,1,1,2,South-East,Relatively New,North,565.0,,,0,0,0,0,0,0,39.0
on request,0.23,baguiati,3000.0,767.0,Super Built up area 780(72.46 sq.m.),2.0,2,1,2,East,Relatively New,North,780.0,,,0,0,0,0,0,0,51.0
on request,0.24,baguiati,3000.0,800.0,Super Built up area 790(73.39 sq.m.),2.0,2,1,2,West,Relatively New,North,790.0,,,0,0,0,0,0,0,45.0
on request,0.3,baguiati,3500.0,857.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,2,South,Relatively New,North,850.0,,,0,0,0,0,0,0,45.0
on request,0.39,baguiati,3500.0,1114.0,Super Built up area 1100(102.19 sq.m.),3.0,2,1,1,West,Relatively New,North,1100.0,,,0,0,0,0,0,0,39.0
on request,0.14,baguiati,3200.0,438.0,Super Built up area 445(41.34 sq.m.),1.0,1,0,3,East,Relatively New,East,445.0,,,0,0,0,0,0,0,45.0
on request,0.41,baguiati,3250.0,1262.0,Super Built up area 1264(117.43 sq.m.),3.0,2,2,4,South,Relatively New,North,1264.0,,,0,0,0,0,0,0,45.0
on request,0.2,baguiati,3105.0,644.0,Super Built up area 644(59.83 sq.m.),2.0,1,1,1,South-East,Relatively New,East,644.0,,,0,0,0,0,0,0,45.0
on request,0.16,baguiati,2996.0,534.0,Super Built up area 534(49.61 sq.m.),1.0,1,1,2,South,Relatively New,North,534.0,,,0,0,0,0,0,0,45.0
on request,0.19,baguiati,3000.0,633.0,Super Built up area 640(59.46 sq.m.),2.0,2,1,2,North-East,Relatively New,North,640.0,,,0,0,0,0,0,0,11.0
on request,0.33,baguiati,3500.0,943.0,Super Built up area 950(88.26 sq.m.),2.0,2,1,5,North-West,Relatively New,North,950.0,,,0,0,0,0,0,0,6.0
stand alone building,0.45,tangra,4797.0,938.0,Super Built up area 938(87.14 sq.m.),2.0,2,1,3,West,Relatively New,East,938.0,,,0,0,0,0,1,0,54.0
amarana residences,1.13,tangra,8451.0,1337.0,Super Built up area 1337(124.21 sq.m.),3.0,3,1,7,West,Relatively New,East,1337.0,,,0,0,0,0,1,0,54.0
amarana residences,1.12,tangra,8376.0,1337.0,Super Built up area 1337(124.21 sq.m.),3.0,3,1,6,South-East,Relatively New,East,1337.0,,,0,0,0,0,1,0,54.0
purti jewel,0.8,tangra,7233.0,1106.0,Super Built up area 1106(102.75 sq.m.),3.0,2,2,1,South,Relatively New,East,1106.0,,,0,0,0,0,1,0,121.0
ambuja upohar luxury gold,3.0,em bypass,8620.0,3480.0,Super Built up area 3480(323.3 sq.m.),4.0,4,1,13,North,Moderately Old,South,3480.0,,,0,0,0,0,0,2,121.0
ambuja upohar luxury gold,1.7,em bypass,7071.0,2404.0,Super Built up area 2404(223.34 sq.m.),3.0,4,2,15,South,Moderately Old,South,2404.0,,,0,0,0,0,0,0,121.0
hiland park,0.9,em bypass,7462.0,1206.0,Super Built up area 1206(112.04 sq.m.),2.0,2,2,7,East,Moderately Old,South,1206.0,,,0,0,0,0,0,0,21.0
on request,0.41,narendrapur,4653.0,881.0,Super Built up area 881(81.85 sq.m.),2.0,2,1,2,North-West,Relatively New,South,881.0,,,0,0,0,0,1,0,26.0
ambuja upohar the condoville,1.5,panchasayar,8138.0,1843.0,Super Built up area 1843(171.22 sq.m.),3.0,2,2,15,South,Relatively New,South,1843.0,,,0,0,0,0,1,0,102.0
ambuja upohar luxury gold,1.7,em bypass,8177.0,2079.0,Super Built up area 2079(193.15 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1520 sq.ft. (141.21 sq.m.),3.0,3,2,8,South-West,Moderately Old,South,2079.0,1700.0,1520.0,0,1,1,0,0,0,27.0
residential apartment,0.8,golf garden,6250.0,1280.0,Super Built up area 1280(118.92 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,2,1,2,North-West,Relatively New,South,1280.0,1150.0,1050.0,1,0,0,0,0,0,23.0
on request,0.45,narendrapur,4687.0,960.0,Super Built up area 960(89.19 sq.m.)Built Up area: 758 sq.ft. (70.42 sq.m.),2.0,2,1,1,North-West,Relatively New,South,960.0,758.0,,0,0,0,0,1,0,0.0
on request,0.46,narendrapur,5000.0,920.0,Super Built up area 920(85.47 sq.m.),2.0,2,1,1,West,Relatively New,South,920.0,,,0,0,0,0,1,0,77.0
on request,0.42,narendrapur,4953.0,848.0,Super Built up area 850(78.97 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.),2.0,2,1,1,East,Relatively New,South,850.0,650.0,,0,0,0,0,1,0,0.0
on request,0.6,narendrapur,4898.0,1225.0,Super Built up area 1235(114.74 sq.m.),3.0,2,1,1,South-West,Relatively New,South,1235.0,,,0,0,0,0,1,0,86.0
victoria vistas,3.9,bhawanipore,13782.0,2830.0,Super Built up area 2828(262.73 sq.m.),4.0,4,1,7,South-East,Relatively New,South,2828.0,,,0,1,0,0,0,0,69.0
victoria vistas,3.15,bhawanipore,23559.0,1337.0,Super Built up area 2323(215.81 sq.m.)Carpet area: 1337 sq.ft. (124.21 sq.m.),3.0,3,1,7,South-West,Relatively New,South,2323.0,,1337.0,0,1,0,0,0,0,48.0
purti hastings,2.47,alipore,11500.0,2148.0,Super Built up area 2151(199.83 sq.m.)Built Up area: 1548 sq.ft. (143.81 sq.m.),3.0,3,1,3,South-East,Relatively New,South,2151.0,1548.0,,0,1,0,0,0,0,48.0
purti hastings,2.54,alipore,11500.0,2209.0,Super Built up area 2206(204.94 sq.m.)Built Up area: 1585 sq.ft. (147.25 sq.m.),4.0,4,1,3,North-East,Relatively New,South,2206.0,1585.0,,0,1,0,0,0,0,41.0
purti hastings,3.14,alipore,11514.0,2727.0,Super Built up area 2727(253.35 sq.m.)Built Up area: 1978 sq.ft. (183.76 sq.m.),4.0,4,2,3,North-West,Relatively New,South,2727.0,1978.0,,0,1,0,0,0,0,23.0
south city,1.8,pr,12002.0,1500.0,Super Built up area 1458(135.45 sq.m.),3.0,2,2,10,North-West,Old Property,South,1458.0,,,0,1,0,0,0,0,142.0
anik one rajarhat,2.95,new town,12826.0,2300.0,Super Built up area 2380(221.11 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),3.0,3,3,9,South-East,Relatively New,East,2380.0,,2300.0,0,1,0,0,0,0,158.0
anik one rajarhat,2.45,new town,13045.0,1878.0,Super Built up area 1878(174.47 sq.m.)Built Up area: 1870 sq.ft. (173.73 sq.m.),3.0,3,3,20,South,Relatively New,East,1878.0,1870.0,,0,1,0,0,0,0,138.0
siddha happyville,0.9,rajarhat,6875.0,1309.0,Super Built up area 1309(121.61 sq.m.),3.0,3,2,11,South,Relatively New,East,1309.0,,,0,0,1,0,0,0,31.0
goodwill apartment (new booking),0.22,madhyamgram,2596.0,847.0,Super Built up area 836(77.67 sq.m.),2.0,2,1,1,South-East,New Property,North,836.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.16,madhyamgram,2202.0,727.0,Super Built up area 738(68.56 sq.m.),2.0,2,1,3,South-East,New Property,North,738.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.21,madhyamgram,2596.0,809.0,Super Built up area 801(74.42 sq.m.),2.0,2,1,4,South-East,New Property,North,801.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.21,hridaypur,2603.0,807.0,Super Built up area 798(74.14 sq.m.),2.0,2,1,3,South-East,New Property,North,798.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.19,hridaypur,2446.0,777.0,Super Built up area 788(73.21 sq.m.),2.0,2,1,2,South-East,New Property,North,788.0,,,0,0,0,0,1,0,31.0
goodwill apartment (new booking),0.2,hridaypur,2450.0,816.0,Super Built up area 826(76.74 sq.m.),2.0,2,1,2,South-East,New Property,North,826.0,,,0,0,0,0,1,0,131.0
rajat avante,0.63,joka,6116.0,1030.0,Super Built up area 1030(95.69 sq.m.)Built Up area: 813 sq.ft. (75.53 sq.m.)Carpet area: 707 sq.ft. (65.68 sq.m.),3.0,2,1,10,North-West,Relatively New,South,1030.0,813.0,707.0,0,0,0,0,0,0,54.0
rajat avante,0.5,joka,5931.0,843.0,Super Built up area 843(78.32 sq.m.)Built Up area: 660 sq.ft. (61.32 sq.m.)Carpet area: 560 sq.ft. (52.03 sq.m.),2.0,2,1,12,South-West,Relatively New,South,843.0,660.0,560.0,0,0,0,0,0,0,145.0
the 102,0.53,joka,6551.0,809.0,Super Built up area 809(75.16 sq.m.)Carpet area: 562 sq.ft. (52.21 sq.m.),2.0,2,2,10,North,Relatively New,South,809.0,,562.0,0,0,0,0,0,0,168.0
the 102,0.65,joka,5762.0,1128.0,Super Built up area 1128(104.79 sq.m.)Carpet area: 793 sq.ft. (73.67 sq.m.),3.0,2,3,12,South,Relatively New,South,1128.0,,793.0,0,0,0,0,1,0,60.0
on request,0.41,nayabad,3568.0,1149.0,Super Built up area 1149(106.75 sq.m.),3.0,2,1,1,South-West,Relatively New,South,1149.0,,,0,0,0,0,1,0,53.0
on request new,0.33,new garia,3877.0,851.0,Super Built up area 851(79.06 sq.m.),2.0,2,1,2,South-East,Relatively New,South,851.0,,,0,0,0,0,1,0,63.0
on request new,0.57,nayabad,4200.0,1357.0,Super Built up area 1357(126.07 sq.m.),3.0,2,1,2,North-East,Relatively New,South,1357.0,,,0,0,0,0,1,0,71.0
semi complex new,0.51,new garia,4000.0,1275.0,Super Built up area 1277(118.64 sq.m.),3.0,2,1,3,North-East,Relatively New,South,1277.0,,,0,0,0,0,1,0,65.0
on request,0.27,nayabad,3271.0,825.0,Super Built up area 810(75.25 sq.m.),2.0,2,1,1,North-East,Relatively New,South,810.0,,,0,0,0,0,1,0,65.0
on request,0.34,new garia,3922.0,867.0,Super Built up area 854(79.34 sq.m.),2.0,2,1,4,,Relatively New,South,854.0,,,0,0,0,0,1,0,72.0
on request,0.28,garia,4000.0,700.0,Super Built up area 690(64.1 sq.m.),2.0,1,0,4,South-West,New Property,South,690.0,,,0,0,0,0,1,0,56.0
on request,0.31,new garia,3803.0,815.0,Super Built up area 815(75.72 sq.m.),2.0,2,1,1,South-East,Relatively New,South,815.0,,,0,0,0,0,1,0,81.0
semi complex,0.39,new garia,3995.0,976.0,Super Built up area 981(91.14 sq.m.),2.0,2,1,1,North-East,New Property,South,981.0,,,0,0,0,0,1,0,73.0
semi complex,0.43,new garia,4000.0,1075.0,Super Built up area 1073(99.68 sq.m.),3.0,2,2,1,South-West,New Property,South,1073.0,,,0,0,0,0,1,0,87.0
semi complex,0.46,new garia,4000.0,1150.0,Super Built up area 1143(106.19 sq.m.),3.0,2,1,1,South-East,New Property,South,1143.0,,,0,0,0,0,0,0,56.0
brahmapur house,0.24,garia,3200.0,750.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,3,South-West,Relatively New,South,750.0,,,0,0,0,0,1,0,56.0
brahmapur house,0.14,garia,3295.0,425.0,Super Built up area 440(40.88 sq.m.),1.0,1,0,2,North-East,Relatively New,South,440.0,,,0,0,0,0,1,0,43.0
brahmapur house,0.17,garia,3090.0,550.0,Super Built up area 550(51.1 sq.m.),2.0,1,0,0,South-East,Relatively New,South,550.0,,,0,0,0,0,0,0,53.0
on request new,0.46,nayabad,4200.0,1095.0,Super Built up area 1095(101.73 sq.m.),3.0,2,1,2,South-East,New Property,South,1095.0,,,0,0,0,0,1,0,51.0
on request,0.4,nayabad,4200.0,952.0,Super Built up area 950(88.26 sq.m.),3.0,2,1,1,North-East,New Property,South,950.0,,,0,0,0,0,1,0,57.0
on request,0.58,nayabad,4200.0,1381.0,Super Built up area 1386(128.76 sq.m.),3.0,2,1,2,South-East,New Property,South,1386.0,,,0,0,0,0,1,0,32.0
kudghat house,0.25,kudghat,2941.0,850.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,0,South-East,Moderately Old,South,850.0,,,0,0,0,0,0,0,25.0
kudghat house,0.23,kudghat,3091.0,744.0,Super Built up area 744(69.12 sq.m.),2.0,2,1,3,South-East,Relatively New,South,744.0,,,0,0,0,0,0,0,65.0
on request,0.36,nayabad,4235.0,850.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,2,South-West,New Property,South,850.0,,,0,0,0,0,1,0,53.0
semi complex,0.28,garia,3800.0,737.0,Super Built up area 724(67.26 sq.m.),2.0,2,1,2,South-East,Relatively New,South,724.0,,,0,0,0,0,1,0,59.0
semi complex,0.32,new garia,3799.0,842.0,Super Built up area 853(79.25 sq.m.),2.0,2,1,3,South-West,New Property,South,853.0,,,0,0,0,0,0,0,73.0
mangalik chs,0.3,em bypass,4477.0,670.0,Super Built up area 670(62.25 sq.m.),2.0,1,1,0,North-East,Old Property,South,670.0,,,0,0,0,0,1,2,32.0
udayan complex,0.17,konnagar,2250.0,756.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,2,South,Relatively New,West,750.0,,,0,0,0,0,0,0,32.0
