society,price,place,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
on request,0.31,new garia,4000.0,2.0,2.0,1,2.0,South,New Property,South,662.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
mini complex,0.33,nayabad,4000.0,2.0,2.0,1,2.0,North-East,Relatively New,South,708.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.76,new garia,5241.0,3.0,2.0,1,1.0,South,Moderately Old,South,1240.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
on request,0.47,kalikapur,4500.0,3.0,2.0,2,1.0,South-East,Relatively New,South,898.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
bengal abasan urban sabujayan,0.99,mukundapur,5500.0,4.0,3.0,3,1.0,North-East,Relatively New,South,1535.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0
bengal abasan urban sabujayan,0.78,mukundapur,5500.0,3.0,2.0,1,2.0,North-East,New Property,South,1119.0,0.0,0.0,0.0,0.0,1.0,0.0,137.0
bengal abasan urban sabujayan,0.69,mukundapur,5500.0,3.0,2.0,1,4.0,East,Relatively New,South,1074.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0
tirupati paradise,0.45,narendrapur,3859.0,3.0,2.0,1,4.0,South,Relatively New,South,997.0,0.0,0.0,0.0,0.0,1.0,0.0,117.0
tirupati paradise,0.45,narendrapur,3768.0,3.0,2.0,1,3.0,South-East,Relatively New,South,1021.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0
residential mini complex,0.39,new garia,4000.0,2.0,2.0,1,3.0,North-East,Relatively New,South,828.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
residential mini complex,0.51,nayabad,4018.0,3.0,2.0,1,2.0,East,Relatively New,South,1092.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
ganguly groups,0.6,garia,6451.0,2.0,2.0,1,1.0,South-East,Relatively New,South,796.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
on request,0.65,garia,5175.0,3.0,2.0,1,1.0,North-East,Relatively New,South,1074.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0
on request,0.47,raipur,4700.0,3.0,2.0,1,3.0,South-West,Moderately Old,West,855.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
on request,0.78,naktala,6000.0,3.0,2.0,1,2.0,South-West,New Property,South,1112.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request,0.5,raipur,5000.0,2.0,2.0,1,2.0,South-West,Relatively New,West,855.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
on request,0.65,ramgarh,4049.0,3.0,3.0,2,3.0,South-West,Old Property,West,1373.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request new,0.47,new garia,4000.0,3.0,2.0,1,3.0,South-East,Relatively New,South,1001.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
residential complex,0.51,nayabad,4000.0,3.0,2.0,1,1.0,South,Relatively New,South,1098.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request new,0.46,nayabad,4200.0,3.0,2.0,1,2.0,South-West,Relatively New,South,937.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0
on request new,0.28,new garia,4000.0,2.0,1.0,0,3.0,South-West,Relatively New,South,590.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0
on request new,0.31,nayabad,4000.0,2.0,2.0,1,2.0,South-West,New Property,South,662.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request new,0.4,new garia,4000.0,2.0,2.0,1,1.0,South-East,New Property,South,861.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request new,0.4,nayabad,4200.0,3.0,2.0,1,3.0,East,Relatively New,South,813.0,0.0,0.0,0.0,0.0,1.0,0.0,63.0
on request new,0.58,nayabad,4200.0,3.0,2.0,1,2.0,South-East,Relatively New,South,1186.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0
residential mini complex,0.51,mukundapur,4951.0,3.0,2.0,1,1.0,South-West,Relatively New,South,881.0,0.0,0.0,0.0,0.0,1.0,2.0,71.0
residential 2 block complex,0.48,mukundapur,4363.0,2.0,2.0,1,4.0,North-West,Moderately Old,South,941.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0
residential mini complex,0.46,new garia,4000.0,3.0,2.0,1,2.0,North-East,Relatively New,South,994.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0
residential mini complex,0.25,nayabad,4000.0,2.0,2.0,0,2.0,South,Relatively New,South,544.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0
residential mini complex,0.33,new garia,4000.0,2.0,2.0,1,2.0,North-West,Relatively New,South,708.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
starlite sunny seasons,0.55,kamalgazi,4471.0,3.0,2.0,1,3.0,South-East,Old Property,South,1052.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
on request,4.0,ballygunge,14239.0,4.0,4.0,2,6.0,North-West,Relatively New,South,2403.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0
propterior,2.2,sarat bose road,12571.0,3.0,3.0,1,6.0,North-East,Relatively New,South,1497.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
"propterior, dover  terrace",2.31,sarat bose road,11797.0,3.0,3.0,1,4.0,South,Relatively New,South,1675.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0
sureka sunrise heights,1.9,beleghata,13167.0,3.0,3.0,0,1.0,North-East,Relatively New,East,1443.0,0.0,0.0,0.0,0.0,0.0,1.0,55.0
individual apartment,0.46,new town,5100.0,2.0,2.0,1,1.0,East,Relatively New,East,766.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0
residential apartment,0.66,new town,5000.0,3.0,2.0,2,1.0,South-West,Relatively New,East,1124.0,0.0,1.0,0.0,0.0,1.0,0.0,54.0
rdc tower,0.35,ch,4500.0,2.0,2.0,1,1.0,East,New Property,East,671.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
rdc tower,0.53,ch,4499.0,3.0,2.0,2,2.0,South-West,New Property,East,1008.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0
on request,0.32,bijoygarh,4444.0,2.0,2.0,1,1.0,South,Relatively New,South,616.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
swagatam,0.3,rajarhat,3500.0,2.0,2.0,1,2.0,South-East,Relatively New,East,741.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0
swgatam,0.3,rajarhat,3500.0,2.0,2.0,2,3.0,East,Relatively New,East,723.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0
bijoy apartment,0.28,rajarhat,3500.0,2.0,2.0,1,4.0,North-West,Relatively New,East,678.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
plazo,0.38,rajarhat,3500.0,3.0,2.0,1,3.0,South,Relatively New,East,922.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0
bijoy apartment,0.31,rajarhat,3500.0,2.0,2.0,1,2.0,East,Relatively New,East,749.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
bijoy apartment,0.31,rajarhat,3500.0,2.0,2.0,1,4.0,South-East,Relatively New,East,757.0,0.0,0.0,0.0,0.0,1.0,0.0,38.0
bijoy apartment,0.41,rajarhat,3500.0,3.0,2.0,1,3.0,North-West,Relatively New,East,1010.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0
bijoy apartment,0.37,rajarhat,3500.0,3.0,2.0,1,3.0,North-West,Relatively New,East,911.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
plazo,0.37,rajarhat,3496.0,3.0,2.0,1,2.0,South,Relatively New,East,894.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
urban heights,1.3,kasba,8381.0,3.0,2.0,2,3.0,North-East,Relatively New,South,1327.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
mayfair platinum,0.35,baruipur,3299.0,3.0,2.0,1,2.0,North-East,Relatively New,South,915.0,0.0,0.0,0.0,0.0,1.0,0.0,41.0
deep plaza,0.7,sodepur,2978.0,3.0,3.0,3,4.0,South-East,Moderately Old,North,2010.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0
on request,0.24,dum dum,3250.0,2.0,1.0,1,4.0,North-East,Relatively New,North,638.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
on request,0.25,dum dum,3250.0,2.0,2.0,1,1.0,East,Relatively New,North,655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on request,0.22,dum dum,2800.0,2.0,2.0,1,1.0,East,Relatively New,North,681.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
standalone,1.5,rash behari,11538.0,3.0,2.0,1,2.0,South,Relatively New,South,1112.0,0.0,0.0,0.0,0.0,0.0,2.0,82.0
purti hastings,3.56,alipore,13054.0,4.0,4.0,1,3.0,North-West,Relatively New,South,1978.0,0.0,1.0,0.0,0.0,0.0,0.0,55.0
purti hastings,2.9,alipore,13145.0,4.0,4.0,1,2.0,North-East,Relatively New,South,1585.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0
unitech uniworld city,1.0,new town,5652.0,3.0,2.0,2,21.0,North-East,Moderately Old,East,1513.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0
uniworld city,0.95,new town,5373.0,3.0,2.0,2,14.0,South-West,Moderately Old,East,1512.0,0.0,0.0,0.0,0.0,1.0,0.0,150.0
unitech gardens,1.43,new town,6544.0,3.0,4.0,3,8.0,North-East,Moderately Old,East,1550.0,0.0,1.0,0.0,0.0,0.0,0.0,54.0
uniworld city,1.42,new town,6363.0,3.0,4.0,3,9.0,South,Moderately Old,East,1600.0,0.0,1.0,0.0,0.0,0.0,0.0,134.0
sukhobristi shapoorji,0.56,new town,6222.0,3.0,2.0,1,6.0,North-East,New Property,East,630.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
new apartment,0.13,baguiati,3000.0,1.0,1.0,1,3.0,South,New Property,North,369.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
new apartment,0.48,baguiati,4000.0,3.0,2.0,2,1.0,South,New Property,North,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
on request,0.21,baguiati,2800.0,2.0,2.0,1,2.0,South-East,Relatively New,North,635.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
new apartment,0.18,baguiati baguiati,2800.0,2.0,2.0,1,1.0,North,Relatively New,North,560.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
new apartment,0.23,baguiati,3300.0,2.0,2.0,1,1.0,South-East,Relatively New,North,608.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
new apartment,0.34,baguiati,3300.0,3.0,2.0,1,2.0,South-East,Relatively New,North,874.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
new building,0.25,baguiati,754.0,2.0,2.0,1,1.0,North-West,Relatively New,North,2823.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
new apartment,0.21,baguiati,3300.0,2.0,1.0,1,1.0,North,Relatively New,North,554.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0
magnolia prestige,0.46,bishnupur,3610.0,3.0,2.0,2,4.0,West,Relatively New,North,1090.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0
"magnolia skyview, rajarhat",0.56,rajarhat,4560.0,3.0,2.0,2,4.0,South,Relatively New,East,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
kalyani apartment,0.27,behala,3177.0,2.0,2.0,0,2.0,South-West,New Property,South,732.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0
a. r. s apartment,0.16,silpara,3600.0,1.0,1.0,1,2.0,South,New Property,South,376.0,0.0,0.0,1.0,0.0,0.0,0.0,165.0
diamond city north,0.8,shyamnagar,6804.0,3.0,2.0,2,2.0,West,Old Property,North,1000.0,0.0,0.0,0.0,0.0,1.0,1.0,54.0
lotus apartment,0.35,behala,4600.0,2.0,2.0,1,2.0,South-West,New Property,South,648.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0
lotus apartment,0.32,behala,4554.0,2.0,2.0,1,2.0,South-West,New Property,South,607.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0
shyama apartment,0.33,behala,4687.0,2.0,2.0,1,1.0,South-West,New Property,South,616.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0
on request,0.23,sodepur,3200.0,2.0,2.0,1,3.0,North,Relatively New,North,614.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.23,sodepur,3200.0,2.0,2.0,1,1.0,North,Relatively New,North,614.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.36,sodepur,3200.0,3.0,2.0,1,4.0,West,Relatively New,North,950.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.36,sodepur,3200.0,3.0,2.0,1,4.0,East,Relatively New,North,958.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0
purbaraj apartment,0.4,behala,3478.0,3.0,2.0,1,2.0,South-West,New Property,South,990.0,0.0,0.0,1.0,0.0,0.0,0.0,159.0
sureka sunrise point,0.49,new town,6055.0,2.0,2.0,1,5.0,North-West,Old Property,East,700.0,0.0,0.0,0.0,0.0,1.0,0.0,145.0
shrachi greenwood park extension,0.86,new town,6013.0,3.0,2.0,2,10.0,East,Old Property,East,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.21,sodepur,3200.0,2.0,2.0,1,1.0,East,Relatively New,North,565.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.21,sodepur,3200.0,2.0,2.0,1,3.0,West,Relatively New,North,565.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.21,sodepur,3200.0,2.0,2.0,1,4.0,South,Relatively New,North,565.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
on request,0.27,sodepur,3200.0,2.0,2.0,1,4.0,West,Relatively New,North,719.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.28,sodepur,3200.0,2.0,2.0,1,1.0,North,Relatively New,North,746.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.28,sodepur,3200.0,2.0,2.0,1,0.0,East,Relatively New,North,746.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on requezt,0.28,sodepur,3200.0,2.0,2.0,1,4.0,North,Relatively New,North,746.0,0.0,0.0,0.0,0.0,1.0,0.0,159.0
sureka sunrise point,0.49,new town,5991.0,2.0,2.0,1,5.0,North,Old Property,East,700.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0
siddha happyville,0.88,rajarhat,6956.0,3.0,3.0,1,13.0,East,Relatively New,East,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
siddha happyville,0.68,rajarhat,6296.0,2.0,2.0,1,11.0,South-East,Relatively New,East,924.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0
nexus apartment,0.43,sodepur,3000.0,3.0,2.0,2,4.0,North-East,New Property,North,1215.0,0.0,0.0,0.0,0.0,1.0,0.0,61.0
jagannath apartment,0.3,behala,3595.0,2.0,2.0,1,0.0,East,Relatively New,South,719.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0
surjodoy apartment,0.35,behala,3317.0,3.0,2.0,1,3.0,East,Relatively New,South,907.0,0.0,0.0,1.0,0.0,0.0,0.0,54.0
kalyani apartment,0.27,behala,3196.0,2.0,2.0,0,1.0,South,Relatively New,South,728.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
kalyani apartment,0.27,behala,3185.0,2.0,2.0,0,2.0,South,Relatively New,South,731.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0
residency apartment,0.23,barisha,3125.0,2.0,2.0,1,0.0,North-East,Relatively New,South,643.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
shyam apartment,0.33,behala,4394.0,2.0,2.0,1,1.0,South-West,Relatively New,South,642.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0
shyama apartment,0.33,behala,4376.0,2.0,2.0,1,1.0,South-West,Relatively New,South,645.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0
jagannath apartment,0.3,behala,3600.0,2.0,2.0,1,0.0,South-West,New Property,South,719.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0
elita garden vista phase 2,1.25,new town,7886.0,3.0,3.0,2,11.0,South-West,Relatively New,East,1356.0,0.0,0.0,0.0,0.0,1.0,1.0,83.0
elita garden vista phase 2,1.18,new town,7347.0,3.0,3.0,2,6.0,South,Relatively New,East,1374.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
elita garden vista phase 2,1.26,new town,7200.0,3.0,3.0,2,23.0,South-East,Relatively New,East,1497.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
a r s apartment,0.25,silpara,3610.0,2.0,2.0,1,2.0,South-West,New Property,South,604.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
somnath apartment,0.27,silpara,3600.0,2.0,1.0,1,1.0,South-West,Relatively New,South,637.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0
siddha happyville,0.62,rajarhat,6358.0,2.0,2.0,1,8.0,North,Relatively New,East,834.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
icon apartment,0.32,nayabad,3555.0,2.0,2.0,1,4.0,South,Relatively New,South,765.0,0.0,0.0,1.0,0.0,0.0,0.0,91.0
signature,0.88,kalikapur,6500.0,3.0,2.0,1,4.0,North-East,Relatively New,South,1152.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0
650 kalikapur,0.68,pr,8666.0,3.0,2.0,1,2.0,North-West,Relatively New,South,900.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0
novelty,0.63,madurdaha,4950.0,3.0,2.0,1,3.0,North-East,Relatively New,South,1100.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0
residency apartment,0.23,barisha,3129.0,2.0,2.0,1,0.0,South-East,Relatively New,South,642.0,0.0,0.0,1.0,0.0,0.0,0.0,61.0
residency apartment,0.35,sarsuna,3482.0,2.0,2.0,1,3.0,South-West,Relatively New,South,860.0,0.0,0.0,1.0,0.0,0.0,0.0,83.0
elita garden vista,1.15,new town,5882.0,3.0,4.0,2,21.0,East,Moderately Old,East,1672.0,0.0,1.0,0.0,0.0,1.0,0.0,83.0
elita garden vista phase 2,1.2,new town,7556.0,3.0,3.0,2,23.0,South-East,Relatively New,East,1215.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0
dlf new town heights,0.75,new town,5966.0,2.0,2.0,2,11.0,North-West,Relatively New,East,1075.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
on request,0.49,kaikhali,4400.0,3.0,2.0,2,4.0,South-West,New Property,North,953.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0
on request,0.37,baguiati,3400.0,3.0,2.0,1,4.0,West,Relatively New,North,942.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
on,0.29,baguiati,3400.0,2.0,2.0,1,2.0,East,Relatively New,North,727.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0
devaloke heights,1.26,jadavpur,7513.0,3.0,2.0,2,5.0,South-East,Moderately Old,South,1480.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.37,sodepur,3250.0,3.0,2.0,1,5.0,North-East,Relatively New,North,984.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.37,sodepur,3250.0,3.0,2.0,1,5.0,South-West,Relatively New,North,984.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.24,sodepur,3250.0,2.0,2.0,1,3.0,West,Relatively New,North,624.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.24,sodepur,3250.0,2.0,2.0,1,1.0,West,Relatively New,North,624.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.24,sodepur,3250.0,2.0,2.0,1,5.0,South-East,Relatively New,North,624.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.24,sodepur,3250.0,2.0,2.0,1,4.0,South,Relatively New,North,624.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0
on 3,0.28,baguiati,3496.0,2.0,2.0,1,3.0,East,Relatively New,North,689.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0
on request,0.28,baguiati,3500.0,2.0,2.0,1,3.0,East,Relatively New,North,689.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
on request,0.32,baguiati,3500.0,2.0,2.0,1,3.0,North,Relatively New,North,774.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
godrej prakriti,0.46,sodepur,4951.0,2.0,2.0,1,7.0,North-East,Relatively New,North,795.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0
godrej prakriti,0.49,sodepur,5274.0,2.0,2.0,1,12.0,North-East,Relatively New,North,795.0,1.0,1.0,0.0,1.0,1.0,0.0,46.0
godrej prakriti,0.48,sodepur,5052.0,2.0,2.0,2,8.0,North-East,Relatively New,North,813.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
godrej prakriti,0.58,sodepur,5000.0,3.0,2.0,2,14.0,North-East,Relatively New,North,992.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
godrej prakriti,0.7,sodepur,5150.0,3.0,2.0,1,7.0,North-East,Relatively New,North,1163.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
godrej prakriti,0.58,sodepur,4957.0,3.0,2.0,2,4.0,East,Relatively New,North,1001.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
godrej prakriti,0.57,sodepur,4913.0,3.0,2.0,2,3.0,East,Relatively New,North,992.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
jagardharti apartment,0.32,barisha,4318.0,2.0,2.0,1,0.0,South-West,New Property,South,634.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0
palki apartment,0.39,joka,3299.0,3.0,2.0,2,1.0,North-West,Relatively New,South,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
palki apartment,0.28,joka,3300.0,2.0,2.0,1,2.0,North-West,Relatively New,South,719.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
eastern tower,0.55,behala,3840.0,3.0,2.0,1,2.0,North-West,Relatively New,South,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
on request,0.38,khardah,3199.0,3.0,2.0,2,3.0,South-East,New Property,North,1006.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0
on reuest,0.28,khardah,3200.0,2.0,2.0,1,4.0,South-East,New Property,North,736.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0
on request,0.38,khardah,3201.0,3.0,2.0,2,3.0,South-East,New Property,North,1015.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0
nexus apartment,0.29,khardah,3199.0,2.0,2.0,2,4.0,South-East,New Property,North,766.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0
on request,0.27,khardah,3200.0,2.0,2.0,1,4.0,South-East,New Property,North,727.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0
jeet signature kalikapur,0.72,pr,9336.0,3.0,2.0,1,2.0,South-West,Relatively New,South,828.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
jeet novelty madurdaha,0.7,anandapur,5470.0,3.0,2.0,1,2.0,East,Relatively New,South,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
jeet novelty embypass,0.41,madurdaha,4501.0,3.0,2.0,1,2.0,South,Relatively New,South,736.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
jeet world madurdaha,0.37,em bypass,4500.0,2.0,2.0,1,4.0,East,Relatively New,South,660.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
on request,0.34,sodepur,3200.0,3.0,2.0,1,4.0,West,New Property,North,898.0,0.0,0.0,0.0,0.0,1.0,0.0,157.0
diamond city north,0.81,shyamnagar,6928.0,3.0,2.0,2,2.0,North,Old Property,North,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
nexus,0.41,khardah,3352.0,3.0,3.0,2,3.0,North-East,New Property,North,1046.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0
shyama apartment,0.34,behala,4500.0,2.0,2.0,1,2.0,South-West,Relatively New,South,642.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0
subrata apartment,0.27,barisha,3600.0,2.0,2.0,1,2.0,North,Relatively New,South,642.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0
a. r. s apartment,0.25,silpara,3579.0,2.0,2.0,1,2.0,South,Relatively New,South,609.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
jagadharti apartment,0.32,barisha,4278.0,2.0,2.0,1,0.0,South,Relatively New,South,640.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0
jagadharti apartment,0.26,barisha,4333.0,2.0,1.0,0,1.0,North-West,Relatively New,South,513.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0
on request,0.24,sodepur,3000.0,2.0,2.0,1,3.0,South-West,Relatively New,North,687.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.24,sodepur,3000.0,2.0,2.0,1,2.0,South,Relatively New,North,687.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.24,sodepur,3000.0,2.0,2.0,1,1.0,East,Relatively New,North,687.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.21,sodepur,3200.0,2.0,2.0,1,1.0,South-East,Relatively New,North,573.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.28,sodepur,3200.0,2.0,2.0,1,1.0,South,Relatively New,North,749.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.21,sodepur,3200.0,2.0,2.0,1,4.0,North-West,Relatively New,North,573.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0
on request,0.28,sodepur,3200.0,2.0,2.0,1,4.0,South,Relatively New,North,749.0,0.0,0.0,0.0,0.0,1.0,0.0,104.0
siddha happyville,0.64,rajarhat,6553.0,2.0,2.0,1,19.0,South-East,Relatively New,East,834.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
siddha happyville,0.88,rajarhat,6956.0,3.0,2.0,1,2.0,East,Relatively New,East,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
on request,1.15,new town,7651.0,3.0,2.0,2,10.0,North-West,Relatively New,East,1286.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
dlf new town heights,0.75,new town,5966.0,2.0,2.0,2,5.0,South-East,Moderately Old,East,1075.0,0.0,0.0,0.0,0.0,1.0,0.0,54.0
elita garden vista phase 2,1.25,new town,7192.0,3.0,4.0,2,20.0,South,Relatively New,East,1487.0,0.0,0.0,0.0,0.0,1.0,2.0,54.0
elita garden vista phase 2,1.2,new town,7471.0,3.0,3.0,2,10.0,South-East,Relatively New,East,1374.0,0.0,0.0,0.0,0.0,1.0,0.0,120.0
ujjwala luxary apartments,1.35,new town,8946.0,3.0,3.0,3,4.0,West,Moderately Old,East,1323.0,0.0,0.0,0.0,0.0,0.0,2.0,110.0
uttara tritiya,1.5,new town,5769.0,4.0,4.0,3+,6.0,South-West,Moderately Old,East,2224.0,0.0,1.0,0.0,0.0,0.0,0.0,185.0
meridian splendora,1.4,paikpara,7190.0,4.0,3.0,2,12.0,South-West,Relatively New,North,1460.0,0.0,0.0,0.0,0.0,1.0,0.0,113.0
meridian splendora,1.06,paikpara,7181.0,3.0,3.0,2,8.0,West,Relatively New,North,1107.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0
naaa,3.0,gariahat,12897.0,3.0,2.0,1,2.0,South-East,Relatively New,South,1990.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0
residential apartment,0.82,madurdaha,6612.0,3.0,2.0,1,1.0,East,New Property,South,1061.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0
