society,price,place,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,Direction,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
south city,2.0,pr,12634.0,Super Built up area 1583(147.07 sq.m.),3.0,3,1,25,North-East,Old Property,South,1583.0,,,0,0,0,0,0,0,25.0
on request,0.48,garia,3840.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 1040 sq.ft. (96.62 sq.m.),3.0,2,1,3,South-West,Old Property,South,1250.0,,1040.0,0,0,0,0,0,0,25.0
niramay apartment,0.64,garia,5333.0,Super Built up area 1200(111.48 sq.m.),3.0,2,1,3,South-East,Old Property,South,1200.0,,,0,0,0,0,0,2,25.0
star apartment,0.68,naktala,5440.0,Super Built up area 1250(116.13 sq.m.),3.0,3,2,2,South,New Property,South,1250.0,,,0,0,0,0,0,0,46.0
on request,1.6,mandevilla garden,10322.0,Super Built up area 1550(144 sq.m.),3.0,3,1,3,North,Old Property,South,1550.0,,,0,0,0,0,0,0,25.0
sudha apartment,0.78,patuli,6240.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,3,South-West,Old Property,South,1250.0,,,0,0,0,0,0,2,5.0
on request,0.15,ramgarh,2727.0,Super Built up area 550(51.1 sq.m.),1.0,1,0,3,South-East,Moderately Old,South,550.0,,,0,0,0,0,0,0,21.0
on request,0.38,naktala,4000.0,Super Built up area 950(88.26 sq.m.),2.0,2,1,1,West,Old Property,South,950.0,,,0,0,0,0,0,0,54.0
skyline lakeview,0.56,mahamayatala,4850.0,Super Built up area 1159(107.67 sq.m.),3.0,2,1,4,South,Relatively New,South,1159.0,,,0,0,0,0,0,0,13.0
on request,0.32,garia,3900.0,Super Built up area 826(76.74 sq.m.),2.0,2,1,1,South-West,New Property,South,826.0,,,0,0,0,0,0,0,33.0
on request,0.46,mahamayatala,4789.0,Super Built up area 950(88.26 sq.m.),2.0,2,1,2,North-West,Relatively New,South,950.0,,,0,0,0,0,0,2,54.0
skyline lakeview,0.47,mahamayatala,4850.0,Super Built up area 962(89.37 sq.m.),2.0,2,1,4,South,Relatively New,South,962.0,,,0,0,0,0,0,0,64.0
satyam shivam sundaram apartment garia,0.36,garia,4235.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,3,West,Old Property,South,850.0,,,0,0,0,0,0,0,19.0
on request,0.42,naktala,5250.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,1,West,Relatively New,South,800.0,,,0,0,0,0,0,0,40.0
garia sanjib,0.7,garia,6200.0,Super Built up area 1130(104.98 sq.m.),3.0,2,1,3,East,New Property,South,1130.0,,,0,0,0,0,0,0,33.0
dev apartment,0.29,garia,3918.0,Super Built up area 740(68.75 sq.m.),2.0,2,1,3,South-West,New Property,South,740.0,,,0,0,0,0,0,0,77.0
city high apartment,3.0,tollygunge,13888.0,Super Built up area 2160(200.67 sq.m.),4.0,3,2,5,North,Old Property,South,2160.0,,,0,0,0,0,0,1,32.0
on request,0.42,ramchandrapur,3716.0,Super Built up area 1130(104.98 sq.m.),3.0,2,1,2,North,Moderately Old,South,1130.0,,,0,0,0,0,0,0,75.0
ekta floral,3.8,tangra,12377.0,Super Built up area 3070(285.21 sq.m.),5.0,4,2,1,North-West,Moderately Old,East,3070.0,,,1,0,0,0,0,1,77.0
sgil gardenia,0.41,narendrapur,4540.0,Super Built up area 903(83.89 sq.m.),2.0,2,1,6,East,Relatively New,South,903.0,,,0,0,0,0,0,0,77.0
sgil gardenia,0.47,narendrapur,4072.0,Super Built up area 1154(107.21 sq.m.),3.0,2,1,6,East,Relatively New,South,1154.0,,,0,0,0,0,0,0,46.0
on request,1.55,ballygunge,12380.0,Super Built up area 1252(116.31 sq.m.),3.0,2,1,3,South,Old Property,South,1252.0,,,0,0,0,0,0,0,14.0
"gita apartment,",0.52,tollygunge,4160.0,Super Built up area 1250(116.13 sq.m.),3.0,2,1,4,West,Old Property,South,1250.0,,,0,0,0,0,0,0,75.0
ekta heights,1.25,jadavpur,8383.0,Super Built up area 1491(138.52 sq.m.),3.0,2,1,10,South,Old Property,South,1491.0,,,0,0,0,0,0,2,125.0
ganguly 4 sight model town,1.1,garia,7222.0,Built Up area: 1523 (141.49 sq.m.),3.0,2,2,3,South-East,Old Property,South,,1523.0,,0,0,0,0,0,1,122.0
ekta heights,1.12,jadavpur,8888.0,Super Built up area 1260(117.06 sq.m.),2.0,2,1,7,South-East,Old Property,South,1260.0,,,0,0,0,0,0,1,34.0
residential flat,1.9,southern avenue,10555.0,Super Built up area 1800(167.23 sq.m.),4.0,3,2,2,North,Relatively New,South,1800.0,,,0,0,0,0,0,2,83.0
on request,1.13,new town,7543.0,Carpet area: 1498 (139.17 sq.m.),3.0,2,1,9,South-West,Old Property,East,,,1498.0,0,0,0,0,0,0,132.0
starlite sunny dew,0.75,panchasayar,5172.0,Super Built up area 1450(134.71 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1450.0,1300.0,1200.0,0,0,0,0,0,0,128.0
citrus cove,0.5,kamalgazi,5370.0,Super Built up area 931(86.49 sq.m.)Built Up area: 820 sq.ft. (76.18 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,4,South-East,Relatively New,South,931.0,820.0,600.0,0,0,0,0,0,0,140.0
citrus cove,0.75,kamalgazi,5747.0,Super Built up area 1305(121.24 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,2,1,North-East,Moderately Old,South,1305.0,1200.0,1000.0,0,0,0,0,0,0,140.0
avani victoria greens,0.5,garia,5428.0,Super Built up area 921(85.56 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2,1,4,North-East,Moderately Old,South,921.0,800.0,650.0,0,0,0,0,0,0,0.0
on request,0.85,new town,5312.0,Super Built up area 1600(148.64 sq.m.),3.0,2,2,7,South-East,Relatively New,East,1600.0,,,0,0,0,0,0,0,54.0
on request,1.22,new town,8708.0,Carpet area: 1401 (130.16 sq.m.),3.0,3,2,4,South-East,Relatively New,East,,,1401.0,0,0,0,0,0,0,54.0
the 102,0.65,joka,5718.0,Super Built up area 1128(104.79 sq.m.)Carpet area: 793 sq.ft. (73.67 sq.m.),3.0,3,2,9,East,Relatively New,South,1128.0,,793.0,0,0,0,0,1,0,134.0
dtc southern heights,0.6,joka,5300.0,Super Built up area 1130(104.98 sq.m.)Built Up area: 905 sq.ft. (84.08 sq.m.),3.0,2,1,8,West,Relatively New,South,1130.0,905.0,,0,0,0,0,1,0,54.0
dtc southern heights,0.62,joka,5486.0,Super Built up area 1130(104.98 sq.m.)Built Up area: 905 sq.ft. (84.08 sq.m.),3.0,2,1,1,North-East,Relatively New,South,1130.0,905.0,,0,0,0,0,1,0,54.0
the 102,0.5,joka,5518.0,Super Built up area 906(84.17 sq.m.)Carpet area: 637 sq.ft. (59.18 sq.m.),2.0,2,2,2,South-West,Relatively New,South,906.0,,637.0,0,0,0,0,1,0,54.0
the 102,0.66,joka,5851.0,Super Built up area 1128(104.79 sq.m.)Carpet area: 793 sq.ft. (73.67 sq.m.),3.0,2,3,8,East,Relatively New,South,1128.0,,793.0,0,0,0,0,1,0,54.0
the 102,0.68,joka,6028.0,Super Built up area 1128(104.79 sq.m.),3.0,2,3,13,South-West,Relatively New,South,1128.0,,,0,0,0,0,1,0,104.0
citrus cove,0.74,kamalgazi,5674.0,Super Built up area 1304(121.15 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,2,4,North-West,Relatively New,South,1304.0,1200.0,1000.0,0,0,0,0,0,0,126.0
starlite sunny dew,0.75,panchasayar,5084.0,Super Built up area 1475(137.03 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,2,1,1,North-East,Moderately Old,South,1475.0,1350.0,1100.0,0,0,0,0,0,0,26.0
on request,0.9,new town,7200.0,Carpet area: 1250 (116.13 sq.m.),3.0,2,2,3,North,Relatively New,East,,,1250.0,0,0,0,0,1,0,177.0
ambuja upohar high end society,2.85,garia,7803.0,Super Built up area 3652(339.28 sq.m.)Built Up area: 2834 sq.ft. (263.29 sq.m.)Carpet area: 2564 sq.ft. (238.2 sq.m.),4.0,4,3+,10,South-East,Old Property,South,3652.0,2834.0,2564.0,0,0,0,0,1,0,142.0
eden pavilion,0.6,fartabad,4743.0,Super Built up area 1265(117.52 sq.m.)Built Up area: 1067 sq.ft. (99.13 sq.m.)Carpet area: 957 sq.ft. (88.91 sq.m.),3.0,2,1,1,South-East,Relatively New,South,1265.0,1067.0,957.0,0,0,0,0,1,0,26.0
on request,0.95,new town,6418.0,Carpet area: 1480 (137.5 sq.m.),3.0,2,2,2,West,Relatively New,East,,,1480.0,0,0,0,0,0,0,48.0
greenfield city,0.51,behala,4670.0,Super Built up area 1092(101.45 sq.m.)Built Up area: 841 sq.ft. (78.13 sq.m.),3.0,2,1,3,South-West,Relatively New,South,1092.0,841.0,,0,0,0,0,0,0,60.0
sgil gardenia,0.47,narendrapur,4140.0,Super Built up area 1135(105.44 sq.m.),3.0,3,1,1,,Relatively New,South,1135.0,,,0,0,0,0,0,0,54.0
ruchi active greens,0.65,em bypass,5603.0,Super Built up area 1160(107.77 sq.m.),2.0,2,1,7,North-West,Moderately Old,East,1160.0,,,0,0,0,0,1,0,32.0
prantik apartment bansdroni,0.16,bansdroni,3030.0,Super Built up area 528(49.05 sq.m.),1.0,1,1,3,South-East,Moderately Old,South,528.0,,,0,0,0,0,0,0,135.0
siddha town,0.36,rajarhat,4615.0,Super Built up area 780(72.46 sq.m.),2.0,2,1,3,South-West,Relatively New,East,780.0,,,0,0,0,0,0,0,109.0
keventers rishra,0.21,rishra,3253.0,Carpet area: 660 (61.32 sq.m.),2.0,2,2,8,,Relatively New,West,,,660.0,1,0,0,1,0,0,54.0
sugam sudhir,1.05,garia,7720.0,Super Built up area 1360(126.35 sq.m.),3.0,2,1,4,South-East,Moderately Old,South,1360.0,,,0,0,0,0,0,0,27.0
residential apartment,1.4,ballygunge,9032.0,Super Built up area 1550(144 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,2,1,2,East,Old Property,South,1550.0,,1350.0,0,0,0,1,0,0,21.0
loknath apartment,0.27,behala,2842.0,Built Up area: 950 (88.26 sq.m.)Carpet area: 871 sq.ft. (80.92 sq.m.),2.0,2,2,2,South-East,Moderately Old,South,,950.0,871.0,0,0,0,1,0,0,93.0
ideal regency,0.68,behala,4705.0,Super Built up area 1445(134.24 sq.m.),3.0,3,1,1,East,Relatively New,South,1445.0,,,0,0,0,0,0,0,123.0
highland green river bank,0.23,batanagar,3230.0,Super Built up area 712(66.15 sq.m.)Built Up area: 548 sq.ft. (50.91 sq.m.),2.0,2,1,6,North-West,Relatively New,South,712.0,548.0,,0,0,0,0,0,1,47.0
amaya residences,0.4,narendrapur,4860.0,Carpet area: 823 (76.46 sq.m.),2.0,2,1,5,South,Relatively New,South,,,823.0,0,0,0,0,0,0,0.0
priti nibas,0.26,belgharia,2680.0,Super Built up area 970(90.12 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 640 sq.ft. (59.46 sq.m.),2.0,2,1,1,,Moderately Old,North,970.0,750.0,640.0,1,0,0,1,0,2,76.0
ideal gardens,5.25,mandevilla garden,23659.0,Carpet area: 2219 (206.15 sq.m.),3.0,4,1,1,,Old Property,South,,,2219.0,0,1,0,1,0,0,0.0
shapoorji paloonji sukhobristi,0.25,new town,5208.0,Built Up area: 480 (44.59 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,1,1,2,,Undefined,East,,480.0,430.0,0,0,0,0,0,0,46.0
kavi nazrul metro,0.57,garia,7080.0,Carpet area: 805 (74.79 sq.m.),2.0,2,1,1,South-East,Moderately Old,South,,,805.0,0,0,0,0,0,1,0.0
merlin maximus,0.7,sodepur,6815.0,Built Up area: 1027 (95.41 sq.m.),3.0,2,1,7,West,Undefined,North,,1027.0,,0,0,0,0,0,0,20.0
tulsi apartment,0.8,mali panchghara,7619.0,Carpet area: 1050 (97.55 sq.m.),3.0,2,2,3,North-East,Old Property,West,,,1050.0,0,0,0,0,1,0,0.0
ambika kanaklata abasan,0.16,baguiati,3720.0,Super Built up area 510(47.38 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,1,1,1,East,Old Property,North,510.0,,430.0,0,0,0,0,0,0,6.0
"75,c-1,chotushkone",0.21,ramchandrapalli,3412.0,Super Built up area 630(58.53 sq.m.),1.0,1,0,0,North-West,Moderately Old,South,630.0,,,0,0,0,0,0,0,0.0
diamond apartments,0.45,behala,4285.0,Super Built up area 1050(97.55 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3.0,2,1,3,South,Old Property,South,1050.0,,950.0,0,0,0,0,0,0,49.0
active acres,1.75,em bypass,8086.0,Super Built up area 1855(172.34 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,2,1,13,South-West,Relatively New,East,1855.0,1600.0,1550.0,0,1,0,0,0,1,0.0
ashirbad apartments,0.16,barrackpore,2539.0,Super Built up area 630(58.53 sq.m.),2.0,1,1,3,,Moderately Old,North,630.0,,,0,0,0,0,0,0,0.0
highland green,0.32,batanagar,4494.0,Carpet area: 712 (66.15 sq.m.),2.0,2,1,12,,Moderately Old,South,,,712.0,0,0,0,0,0,0,88.0
paradise nirmala residency,0.75,mahamayatala,8108.0,Carpet area: 925 (85.94 sq.m.),3.0,2,3,1,,Relatively New,South,,,925.0,0,0,0,0,0,2,34.0
debgarden,0.45,dum dum,4007.0,Super Built up area 1123(104.33 sq.m.),2.0,2,1,4,,Moderately Old,North,1123.0,,,0,0,0,0,0,0,0.0
sarajulal apartment,0.8,dum dum,5095.0,Super Built up area 1570(145.86 sq.m.),3.0,3,2,4,,Moderately Old,North,1570.0,,,0,0,0,0,0,0,0.0
tirupati hieghts,0.75,bansdroni,6696.0,Built Up area: 1120 (104.05 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),3.0,2,1,2,,Moderately Old,South,,1120.0,1000.0,0,0,0,0,0,0,34.0
riya manbhari greens,0.39,howrah,3442.0,Super Built up area 1133(105.26 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,1,7,,Relatively New,West,1133.0,,900.0,0,0,0,0,0,1,77.0
sgil gardenia,0.55,narendrapur,5073.0,Carpet area: 1084 (100.71 sq.m.),3.0,2,0,3,South-West,Relatively New,South,,,1084.0,0,0,0,0,0,0,33.0
"megha apartment,santoshpur",0.3,new santoshpur,4761.0,Super Built up area 630(58.53 sq.m.),2.0,1,1,2,South-East,Old Property,South,630.0,,,0,0,0,0,0,0,7.0
geetanjali complex,0.36,garia,3908.0,Super Built up area 921(85.56 sq.m.),2.0,2,1,3,,Moderately Old,South,921.0,,,0,0,0,0,0,0,13.0
amala bhaban,0.6,new town,6134.0,Built Up area: 978 (90.86 sq.m.),3.0,2,1,3,East,New Property,East,,978.0,,0,0,0,0,0,0,0.0
rajwada royal gardens,0.43,narendrapur,5700.0,Super Built up area 750(69.68 sq.m.),2.0,2,1,0,,Moderately Old,South,750.0,,,0,0,0,0,0,0,49.0
aponaloy housing society jessore road,0.2,madhyamgram,3883.0,Carpet area: 515 (47.85 sq.m.),1.0,1,1,2,,Old Property,North,,,515.0,0,0,0,0,0,0,51.0
ideal abasan,0.32,rajarhat,3721.0,Super Built up area 860(79.9 sq.m.),2.0,2,1,1,North,Under Construction,East,860.0,,,0,0,0,0,1,0,104.0
magnolia oxygen,0.65,rajarhat,5204.0,Super Built up area 1249(116.04 sq.m.),3.0,2,1,2,,Relatively New,East,1249.0,,,0,0,0,0,0,0,13.0
desbandhu nagar,0.72,baguiati,4500.0,Carpet area: 1600 (148.64 sq.m.),3.0,2,2,3,South-West,Moderately Old,North,,,1600.0,0,0,0,1,0,2,45.0
anand vihar,0.5,dum dum,4100.0,Carpet area: 1210 (112.41 sq.m.),3.0,2,2,4,,Moderately Old,North,,,1210.0,0,0,0,0,0,2,14.0
family society,0.4,howrah,3333.0,Carpet area: 1200 (111.48 sq.m.),,2,0,9,,Old Property,West,,,1200.0,0,0,0,1,0,0,67.0
krishna apartment,0.16,sodepur,3076.0,Super Built up area 520(48.31 sq.m.),2.0,1,1,1,South-East,Old Property,North,520.0,,,0,0,0,0,0,0,6.0
"27a, hindustan road",0.7,gariahat,8750.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),3.0,1,0,2,South,Old Property,South,950.0,900.0,800.0,0,0,0,1,1,0,0.0
durga apartment,0.33,behala,3666.0,Super Built up area 900(83.61 sq.m.),3.0,2,1,1,East,Old Property,South,900.0,,,0,0,0,0,0,2,27.0
priyaneer appartment,0.26,santragachi,3466.0,Carpet area: 750 (69.68 sq.m.),2.0,2,1,3,,Moderately Old,West,,,750.0,0,0,0,0,0,0,39.0
maa sarada complex,0.25,sonarpur,3289.0,Carpet area: 760 (70.61 sq.m.),2.0,2,1,2,East,Old Property,South,,,760.0,0,0,0,0,0,0,0.0
"star apartment, 3/94 jatin das nagar,belgharia",0.2,jat,3333.0,Super Built up area 600(55.74 sq.m.),2.0,2,0,4,East,Old Property,North,600.0,,,0,0,0,0,0,0,121.0
deeshari megacity,0.52,em bypass,4015.0,Carpet area: 1295 (120.31 sq.m.),4.0,3,2,4,,Moderately Old,South,,,1295.0,0,0,0,0,0,0,63.0
lake view apartment,0.32,baidyapara,4571.0,Carpet area: 700 (65.03 sq.m.),3.0,2,1,3,South-East,Old Property,South,,,700.0,0,0,0,0,0,0,23.0
sapphire blue apartment,0.91,rajarhat,5705.0,Super Built up area 1665(154.68 sq.m.),4.0,3,2,4,North-West,Old Property,East,1665.0,,,0,0,0,0,0,0,0.0
srinath vatika rajpur,0.28,sonarpur,3472.0,Built Up area: 792 (73.58 sq.m.),2.0,2,1,3,,Undefined,South,,792.0,,0,0,0,0,0,0,0.0
n.s.c bose road (near ushagate),0.4,naktala,5000.0,Built Up area: 800 (74.32 sq.m.)Carpet area: 720 sq.ft. (66.89 sq.m.),2.0,2,0,4,South,Undefined,South,,800.0,720.0,0,0,0,0,0,0,0.0
phalguni apartment kasba,0.45,ruby park east,6000.0,Built Up area: 750 (69.68 sq.m.),2.0,2,1,3,,Old Property,East,,750.0,,0,0,0,0,0,0,0.0
laxmi tower,1.8,dum dum,10181.0,Built Up area: 1768 (164.25 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),4.0,3,0,5,North,Undefined,North,,1768.0,1300.0,0,0,0,0,0,0,0.0
shapoorji pallonji shukhobrishti spandan phase 10,0.24,new town,5517.0,Built Up area: 435 (40.41 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),1.0,1,1,2,,Undefined,East,,435.0,320.0,0,0,0,0,0,0,49.0
atri green palace,0.7,garia,5468.0,Super Built up area 1280(118.92 sq.m.),3.0,2,1,1,,Old Property,South,1280.0,,,0,0,0,1,0,2,0.0
jeevan sangeet,0.25,silpara,3000.0,Super Built up area 800(74.32 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2,1,4,,Moderately Old,South,800.0,,600.0,0,0,0,0,0,0,0.0
dhirendra apartment,0.23,kamdahari,3026.0,Built Up area: 760 (70.61 sq.m.),2.0,2,1,3,South-East,Undefined,South,,760.0,,0,0,0,0,0,0,58.0
deeshari megacity,0.45,em bypass,3975.0,Super Built up area 1132(105.17 sq.m.),3.0,2,2,5,South-West,Relatively New,South,1132.0,,,0,0,0,0,0,0,96.0
mani residency,1.3,topsia,7788.0,Super Built up area 1605(149.11 sq.m.),3.0,3,2,3,South-East,Moderately Old,South,1605.0,,,0,0,0,0,0,0,38.0
anjan apartment bhawanipore,1.6,bhawanipore,10389.0,Super Built up area 1540(143.07 sq.m.)Built Up area: 1480 sq.ft. (137.5 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),4.0,3,1,3,East,Old Property,South,1540.0,1480.0,1400.0,1,0,0,0,0,2,54.0
team taurus bou thakuranir haat,0.37,rajarhat,3790.0,Super Built up area 976(90.67 sq.m.),2.0,2,1,3,East,New Property,East,976.0,,,0,0,0,0,0,0,0.0
zinnia,0.14,tollygunge,3500.0,Super Built up area 400(37.16 sq.m.),1.0,1,0,0,South-East,New Property,South,400.0,,,0,0,0,0,1,0,54.0
alcove new kolkata prayag,0.4,serampore,4524.0,Super Built up area 884(82.13 sq.m.)Carpet area: 633 sq.ft. (58.81 sq.m.),2.0,2,1,11,South-West,New Property,West,884.0,,633.0,0,0,0,0,0,0,0.0
penguin appartment,0.95,subhas sarobar park,8260.0,Built Up area: 1150 (106.84 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3.0,2,1,2,,Old Property,East,,1150.0,1050.0,0,0,0,0,0,2,51.0
star green,0.64,rajarhat,4400.0,Super Built up area 1386(128.76 sq.m.),3.0,2,2,2,West,Relatively New,East,1386.0,,,0,0,0,0,0,2,0.0
picnic garden,0.33,picnic garden,3626.0,Super Built up area 910(84.54 sq.m.),2.0,2,1,2,,Old Property,South,910.0,,,0,0,0,0,0,0,62.0
ambuja uddipa the condoville,0.85,s,9249.0,Super Built up area 919(85.38 sq.m.)Carpet area: 639 sq.ft. (59.37 sq.m.),2.0,2,1,15,South-West,New Property,North,919.0,,639.0,0,0,0,0,1,0,20.0
sukanti,0.39,dum dum,4431.0,Super Built up area 963(89.47 sq.m.)Carpet area: 880 sq.ft. (81.75 sq.m.),2.0,2,1,2,South,New Property,North,963.0,,880.0,0,0,0,0,0,0,7.0
astha apartment,0.38,dum dum,4000.0,Carpet area: 949 (88.16 sq.m.),3.0,2,1,2,South-East,Under Construction,North,,,949.0,0,0,0,0,0,0,29.0
white house,0.24,new town,2800.0,Super Built up area 850(78.97 sq.m.),2.0,2,1,2,South-East,Old Property,North,850.0,,,0,0,0,0,0,0,8.0
basundha,0.23,rajarhat,2045.0,Super Built up area 1100(102.19 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2.0,1,1,3,South-East,Moderately Old,East,1100.0,,800.0,0,0,0,0,0,0,26.0
sukanti,0.45,dum dum,4554.0,Super Built up area 1022(94.95 sq.m.)Carpet area: 988 sq.ft. (91.79 sq.m.),2.0,2,1,3,North,New Property,North,1022.0,,988.0,0,0,0,0,0,0,35.0
ashirbaad,0.6,arcadia,4800.0,Super Built up area 1250(116.13 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,1,1,,Old Property,South,1250.0,,900.0,0,0,0,0,0,2,108.0
merujeen housing complex,0.43,narendrapur,4479.0,Carpet area: 960 (89.19 sq.m.),2.0,2,1,3,,Old Property,South,,,960.0,0,0,0,0,1,0,46.0
hiland greens,0.3,maheshtala,4214.0,Super Built up area 712(66.15 sq.m.),2.0,2,1,12,,New Property,South,712.0,,,0,0,0,0,1,0,0.0
kalpotaru apartment,0.38,baguiati,4237.0,Super Built up area 885(82.22 sq.m.),2.0,2,1,4,South-West,Old Property,East,885.0,,,0,0,0,0,0,0,33.0
jadavpur sharda flat owners association,0.42,jadavpur,7000.0,Carpet area: 600 (55.74 sq.m.),2.0,2,0,2,East,Old Property,South,,,600.0,0,0,0,0,0,0,7.0
usha apartments,0.32,rajdanga,4571.0,Carpet area: 700 (65.03 sq.m.),2.0,2,1,0,North-East,Old Property,South,,,700.0,0,0,0,0,0,0,54.0
freshia,0.43,rajarhat,5494.0,Super Built up area 782.6(72.71 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.),2.0,2,1,1,East,New Property,East,782.6,650.0,,0,0,0,0,0,0,0.0
rajwada emeralds,0.46,narendrapur,3607.0,Built Up area: 1275 (118.45 sq.m.),3.0,2,1,4,,Relatively New,South,,1275.0,,0,0,0,0,0,2,6.0
charulata,0.27,behala,3857.0,Super Built up area 700(65.03 sq.m.),2.0,2,1,1,South-East,New Property,South,700.0,,,0,0,0,0,0,0,0.0
ramkrishna apartment,0.38,joka,4750.0,Super Built up area 800(74.32 sq.m.),2.0,2,1,1,South-East,Relatively New,South,800.0,,,0,0,0,0,0,0,78.0
peerless nagar apartment,0.22,sodepur,3286.0,Super Built up area 639(59.37 sq.m.),2.0,1,1,2,,Old Property,North,639.0,,,0,0,0,0,0,0,6.0
sukhobristi shapoorji,0.2,new town,6250.0,Super Built up area 425(39.48 sq.m.)Carpet area: 320 sq.ft. (29.73 sq.m.),1.0,1,1,4,,New Property,East,425.0,,320.0,0,0,0,0,0,0,0.0
daffodil duke gardens,0.65,raghunathpur,4495.0,Super Built up area 1446(134.34 sq.m.),3.0,2,1,1,,Moderately Old,North,1446.0,,,0,0,0,0,0,0,34.0
ballygunje enclave,1.48,ballygunge,11821.0,Carpet area: 1252 (116.31 sq.m.),3.0,2,1,3,South,Old Property,South,,,1252.0,0,0,0,0,0,0,0.0
bengal abasan urban sabujayan,0.85,mukundapur,6124.0,Built Up area: 1388 (128.95 sq.m.),3.0,2,2,2,,Undefined,South,,1388.0,,0,0,0,0,0,0,0.0
mira apartment,0.53,thakurpukur,4076.0,Built Up area: 1300 (120.77 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2,1,4,East,Undefined,South,,1300.0,900.0,0,0,0,0,0,0,0.0
metro heights,0.37,thakurpukur,4787.0,Built Up area: 773 (71.81 sq.m.),2.0,2,1,7,North-East,Undefined,South,,773.0,,0,0,0,0,0,0,0.0
lemon botany,0.68,andul road,4964.0,Built Up area: 1370 (127.28 sq.m.),3.0,2,1,6,South,Undefined,West,,1370.0,,0,0,0,0,0,0,0.0
ircon tower,1.05,new town,9494.0,Built Up area: 1106 (102.75 sq.m.)Carpet area: 885 sq.ft. (82.22 sq.m.),3.0,2,2,7,South-East,Undefined,East,,1106.0,885.0,0,0,0,0,0,0,0.0
unimark sikha tuku,4.0,netaji nagar,10215.0,Built Up area: 3916 (363.81 sq.m.)Carpet area: 2741 sq.ft. (254.65 sq.m.),3.0,4,2,11,South-West,Undefined,South,,3916.0,2741.0,0,0,0,0,0,0,0.0
saltee sapcio,0.9,dum dum,6706.0,Built Up area: 1342 (124.68 sq.m.),3.0,2,1,4,South-East,Undefined,South,,1342.0,,0,0,0,0,0,0,0.0
pragjyoti,5.49,barisha,18300.0,Carpet area: 3000 (278.71 sq.m.),4.0,4,0,4,,Undefined,North,,,3000.0,0,0,0,0,0,0,0.0
annapurna apartment,0.45,ballygunge,5696.0,Built Up area: 790 (73.39 sq.m.)Carpet area: 672 sq.ft. (62.43 sq.m.),2.0,1,0,2,North-East,Undefined,South,,790.0,672.0,0,0,0,0,0,0,0.0
shapoorji paloonji sukhobristi,0.45,new town,6429.0,Built Up area: 700 (65.03 sq.m.)Carpet area: 500 sq.ft. (46.45 sq.m.),2.0,2,1,12,South-East,Undefined,East,,700.0,500.0,0,0,0,0,0,0,0.0
magnolia nakshatra,0.15,barasat,2941.0,Built Up area: 510 (47.38 sq.m.)Carpet area: 425 sq.ft. (39.48 sq.m.),1.0,1,1,0,South,Undefined,North,,510.0,425.0,0,0,0,0,0,0,0.0
bga amrita abashan 1,0.14,sonarpur,2177.0,Carpet area: 620 (57.6 sq.m.),1.0,1,1,2,North-East,Undefined,South,,,620.0,0,0,0,0,0,0,0.0
